PC1,PC2,PC3,label_joint,auxiliary_type
3.7286353,-1.3654579,-0.31679732,1,evans
1.8599491,-0.4636118,-0.37427264,2,evans
1.8899838,0.19176376,-1.2859483,2,evans
-4.1045427,2.3987365,2.1239994,1,crimmins_oxathione
0.7982523,0.034925267,-0.25465658,0,evans
1.1416134,-2.1371217,7.8994412,1,evans
1.0001197,-1.7364091,8.316708,1,evans
-6.6608024,4.3217278,2.6670628,3,crimmins_thione
-6.67053,4.2459426,2.6386817,3,crimmins_thione
-6.1653814,4.013749,2.5681193,3,crimmins_thione
-0.5390623,3.4700637,2.8198571,1,crimmins_oxathione
0.31877962,3.1606252,-2.0526934,2,evans
0.1377629,3.0113277,-1.8453271,2,evans
3.6221485,0.8112194,-0.9322471,1,evans
-2.5534887,2.5675175,-0.27669486,2,evans
-2.590879,2.5503786,-0.28793707,2,evans
0.069325276,2.9046402,-1.7536182,2,evans
1.4280796,2.3825357,-0.6756003,2,evans
-0.63940376,2.079574,-2.2643065,2,evans
0.48204198,2.6001549,-2.1756983,3,evans
1.0265621,3.05039,-2.1775153,3,evans
-1.1038854,2.2014549,-2.1000545,3,evans
-1.1074085,2.1747794,-2.1100578,3,evans
0.7458695,2.858165,-2.4753294,3,evans
-0.38347113,1.6993881,-2.922008,3,evans
-3.0749662,-2.3840797,-2.7104065,3,evans
-1.4109412,1.3977871,-0.9423345,3,evans
-2.3528366,6.460874,3.38425,1,crimmins_thione
-3.3885272,-4.2072687,5.1438913,0,crimmins_thione
-3.2682881,1.4791523,1.6731759,2,crimmins_oxathione
-1.132184,1.7522141,-2.5029738,1,evans
-1.1557533,1.5852641,-2.5657895,1,evans
-2.8181787,1.8556309,1.6434528,2,crimmins_oxathione
-3.0783226,2.4928076,0.1178589,0,evans
0.70859104,0.47549757,0.22205482,3,evans
-0.4118502,-2.3366652,8.731419,2,evans
-2.7212355,-2.2462971,-2.8089824,3,evans
-2.7235634,-2.262786,-2.8151863,3,evans
0.1729946,-4.641214,9.604865,1,oppolzer
0.94827485,-1.5078444,-1.3921756,2,other_auxiliary
0.9088858,-1.6983627,-1.4705322,2,other_auxiliary
1.9374372,-1.7069334,2.3091056,0,evans
1.7130262,-1.7126437,2.535819,0,evans
0.20471069,-3.2310803,-1.1185125,2,evans
-6.124961,4.18926,2.5509746,3,crimmins_thione
-6.146005,4.035034,2.493046,3,crimmins_thione
